row_id,model,split,book_filter,scroll,target_word,target_fit_frequency,target_position,context_for_reading,raw_context,model_top1,model_top2,model_top3,model_top4,model_top5,all_top5,case_status,likely_issue,reader_note
3615,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אל,1175,12,רחץ את וכסה את וברך על אל ישראל יברך את ⬚⬚⬚ מועדי שלום ועטה,רחץ את ו כסה את ו ברך על אל ישראל יברך את ⬚⬚⬚ מועדי שלום ו עטה,כל,ישראל,עמו,כול,אל,כל | ישראל | עמו | כול | אל,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3616,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אלה,108,9,ועטה בשמחה את כול הדברים ה ⬚⬚⬚ יעשה ה זב ב מטהרת ישראל ו לאכול ו לשתות בערי,ו עטה ב שמחה את כול ה דברים ה ⬚⬚⬚ יעשה ה זב ב מ טהרת ישראל ו ל אכול ו ל שתות ב ערי,אשר,מה,אל,לא,לוא,אשר | מה | אל | לא | לוא,miss,same_length_semantic,Model prefers another plausible word of similar length.
3617,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,יעשה,63,10,ועטה בשמחה את כול הדברים האלה ⬚⬚⬚ ה זב ב מטהרת ישראל ו לאכול ו לשתות בערי,ו עטה ב שמחה את כול ה דברים ה אלה ⬚⬚⬚ ה זב ב מ טהרת ישראל ו ל אכול ו ל שתות ב ערי,אשר,על,ו,הדברים,דברים,אשר | על | ו | הדברים | דברים,miss,other_miss,Miss without a simple short/rare/same-length explanation.
3618,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,זב,0,12,ועטה בשמחה את כול הדברים האלה יעשה ה ⬚⬚⬚ ב מטהרת ישראל ו לאכול ו לשתות בערי ו ל,ו עטה ב שמחה את כול ה דברים ה אלה יעשה ה ⬚⬚⬚ ב מ טהרת ישראל ו ל אכול ו ל שתות ב ערי ו ל,כול,את,ישראל,אל,על,כול | את | ישראל | אל | על,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
3619,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,קודש,173,15,מטהרת ישראל ו לאכול ו לשתות בערי ו להיות עם ⬚⬚⬚ אש ו ביום השלישי וברך וענה ואמר,מ טהרת ישראל ו ל אכול ו ל שתות ב ערי ו ל היות עם ⬚⬚⬚ אש ו ב יום ה שלישי ו ברך ו ענה ו אמר,ישראל,קדוש,ה,בני,אל,ישראל | קדוש | ה | בני | אל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3620,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברוך,45,12,אש ו ביום השלישי וברך וענה ואמר ⬚⬚⬚ אתה אל ישראל אשר צויתה לטמאי עתים להטהר מנדת נפש בכפורי אפר קודש,אש ו ב יום ה שלישי ו ברך ו ענה ו אמר ⬚⬚⬚ אתה אל ישראל אשר צויתה ל טמאי עתים ל הטהר מ נדת נפש ב כפורי אפר קודש,ברוך,דבר,צו,כה,שמור,ברוך | דבר | צו | כה | שמור,hit,exact_top1_hit,The model's first guess is exactly correct.
3621,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אשר,1396,16,אש ו ביום השלישי וברך וענה ואמר ברוך אתה אל ישראל ⬚⬚⬚ צויתה לטמאי עתים להטהר מנדת נפש בכפורי אפר קודש כב ב,אש ו ב יום ה שלישי ו ברך ו ענה ו אמר ברוך אתה אל ישראל ⬚⬚⬚ צויתה ל טמאי עתים ל הטהר מ נדת נפש ב כפורי אפר קודש כב ב,אשר,כאשר,אתה,ואתה,כה,אשר | כאשר | אתה | ואתה | כה,hit,exact_top1_hit,The model's first guess is exactly correct.
3622,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,צויתה,4,17,אש ו ביום השלישי וברך וענה ואמר ברוך אתה אל ישראל אשר ⬚⬚⬚ לטמאי עתים להטהר מנדת נפש בכפורי אפר קודש כב ב מי,אש ו ב יום ה שלישי ו ברך ו ענה ו אמר ברוך אתה אל ישראל אשר ⬚⬚⬚ ל טמאי עתים ל הטהר מ נדת נפש ב כפורי אפר קודש כב ב מי,בחרישראל,בחראת,בחראל,בחרם,אתהישראל,בחרישראל | בחראת | בחראל | בחרם | אתהישראל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3623,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,טמאי,5,18,ו ביום השלישי וברך וענה ואמר ברוך אתה אל ישראל אשר צויתה ל ⬚⬚⬚ עתים להטהר מנדת נפש בכפורי אפר קודש כב ב מי דוכי,ו ב יום ה שלישי ו ברך ו ענה ו אמר ברוך אתה אל ישראל אשר צויתה ל ⬚⬚⬚ עתים ל הטהר מ נדת נפש ב כפורי אפר קודש כב ב מי דוכי,כול,כל,אל,יום,שבע,כול | כל | אל | יום | שבע,miss,other_miss,Miss without a simple short/rare/same-length explanation.
3624,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,נדת,4,19,שלישי וברך וענה ואמר ברוך אתה אל ישראל אשר צויתה לטמאי עתים להטהר מ ⬚⬚⬚ נפש בכפורי אפר קודש כב ב מי דוכי ל בלוחות עולם,שלישי ו ברך ו ענה ו אמר ברוך אתה אל ישראל אשר צויתה ל טמאי עתים ל הטהר מ ⬚⬚⬚ נפש ב כפורי אפר קודש כב ב מי דוכי ל ב לוחות עולם,טמא,י,כל,טהור,טהרת,טמא | י | כל | טהור | טהרת,miss,same_length_semantic,Model prefers another plausible word of similar length.
3625,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,יוזה,0,15,ב מי דוכי ל בלוחות עולם ו מי רחץ לטהרת עתים ואחר ⬚⬚⬚ את מימי הזיה ל ו את כול ואחר את מימי הזיה יברך וענה,ב מי דוכי ל ב לוחות עולם ו מי רחץ ל טהרת עתים ו אחר ⬚⬚⬚ את מימי הזיה ל ו את כול ו אחר את מימי הזיה יברך ו ענה,אשראחר,אתאחר,כולאחר,אשראת,כלאחר,אשראחר | אתאחר | כולאחר | אשראת | כלאחר,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
3626,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,הזיה,1,14,ואחר יוזה את מימי הזיה ל ו את כול ואחר את מימי ⬚⬚⬚ יברך וענה ואמר ברוך אתה אל ישראל אשר נתתה ו מ ונדות טמאה ו,ו אחר יוזה את מימי הזיה ל ו את כול ו אחר את מימי ⬚⬚⬚ יברך ו ענה ו אמר ברוך אתה אל ישראל אשר נתתה ו מ ו נדות טמאה ו,הזיה,טהרה,טבילה,נדה,ספירה,הזיה | טהרה | טבילה | נדה | ספירה,hit,exact_top1_hit,The model's first guess is exactly correct.
3627,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,יברך,23,15,ואחר יוזה את מימי הזיה ל ו את כול ואחר את מימי הזיה ⬚⬚⬚ וענה ואמר ברוך אתה אל ישראל אשר נתתה ו מ ונדות טמאה ו ה,ו אחר יוזה את מימי הזיה ל ו את כול ו אחר את מימי הזיה ⬚⬚⬚ ו ענה ו אמר ברוך אתה אל ישראל אשר נתתה ו מ ו נדות טמאה ו ה,אשר,על,ואחר,ל,את,אשר | על | ואחר | ל | את,miss,same_length_semantic,Model prefers another plausible word of similar length.
3628,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ענה,14,15,יוזה את מימי הזיה ל ו את כול ואחר את מימי הזיה יברך ו ⬚⬚⬚ ואמר ברוך אתה אל ישראל אשר נתתה ו מ ונדות טמאה ו היום אני,יוזה את מימי הזיה ל ו את כול ו אחר את מימי הזיה יברך ו ⬚⬚⬚ ו אמר ברוך אתה אל ישראל אשר נתתה ו מ ו נדות טמאה ו ה יום אני,את,אשר,כול,ברוך,אל,את | אשר | כול | ברוך | אל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3629,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אמר,184,16,את מימי הזיה ל ו את כול ואחר את מימי הזיה יברך וענה ו ⬚⬚⬚ ברוך אתה אל ישראל אשר נתתה ו מ ונדות טמאה ו היום אני,את מימי הזיה ל ו את כול ו אחר את מימי הזיה יברך ו ענה ו ⬚⬚⬚ ברוך אתה אל ישראל אשר נתתה ו מ ו נדות טמאה ו ה יום אני,ואמר,ויאמר,ישראל,אמן,אמר,ואמר | ויאמר | ישראל | אמן | אמר,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3630,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברוך,45,16,מימי הזיה ל ו את כול ואחר את מימי הזיה יברך וענה ואמר ⬚⬚⬚ אתה אל ישראל אשר נתתה ו מ ונדות טמאה ו היום אני נדה,מימי הזיה ל ו את כול ו אחר את מימי הזיה יברך ו ענה ו אמר ⬚⬚⬚ אתה אל ישראל אשר נתתה ו מ ו נדות טמאה ו ה יום אני נדה,ברוך,אלי,יהוה,קדוש,כה,ברוך | אלי | יהוה | קדוש | כה,hit,exact_top1_hit,The model's first guess is exactly correct.
3631,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אתה,141,16,הזיה ל ו את כול ואחר את מימי הזיה יברך וענה ואמר ברוך ⬚⬚⬚ אל ישראל אשר נתתה ו מ ונדות טמאה ו היום אני נדה ל,הזיה ל ו את כול ו אחר את מימי הזיה יברך ו ענה ו אמר ברוך ⬚⬚⬚ אל ישראל אשר נתתה ו מ ו נדות טמאה ו ה יום אני נדה ל,אתה,יהוה,יי,ייי,יוי,אתה | יהוה | יי | ייי | יוי,hit,exact_top1_hit,The model's first guess is exactly correct.
3632,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אני,80,17,ענה ואמר ברוך אתה אל ישראל אשר נתתה ו מ ונדות טמאה ו היום ⬚⬚⬚ נדה להתקדש ועולמים כיא נדה ולוא יוכל כול ימי ו,ענה ו אמר ברוך אתה אל ישראל אשר נתתה ו מ ו נדות טמאה ו ה יום ⬚⬚⬚ נדה ל התקדש ו עולמים כיא נדה ו לוא יוכל כול ימי ו,ימי,טמא,נדה,ה,אשר,ימי | טמא | נדה | ה | אשר,miss,same_length_semantic,Model prefers another plausible word of similar length.
3633,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,כול,1096,14,ו היום אני נדה להתקדש ועולמים כיא נדה ולוא יוכל ⬚⬚⬚ ימי וברית הרשונים ו ו על ח כול מ ר,ו ה יום אני נדה ל התקדש ו עולמים כיא נדה ו לוא יוכל ⬚⬚⬚ ימי ו ברית ה רשונים ו ו על ח כול מ ר,כול,כל,לה,להיות,את,כול | כל | לה | להיות | את,hit,exact_top1_hit,The model's first guess is exactly correct.
3634,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,כול,1096,13,וברית הרשונים ו ו על ח כול מ ר ו ב ⬚⬚⬚ כפורי ו לכ את ו את בנגע,ו ברית ה רשונים ו ו על ח כול מ ר ו ב ⬚⬚⬚ כפורי ו לכ את ו את ב נגע,את,כול,אל,כל,על,את | כול | אל | כל | על,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3635,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,מן,658,10,ו לכ את ו את בנגע נדה להבדל ⬚⬚⬚ מנודה אשר יטמא והיה איש או אשה ב ו,ו לכ את ו את ב נגע נדה ל הבדל ⬚⬚⬚ מנודה אשר יטמא ו היה איש או אשה ב ו,איש,כול,כל,לכל,את,איש | כול | כל | לכל | את,miss,same_length_semantic,Model prefers another plausible word of similar length.
3636,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אשר,1396,10,את ו את בנגע נדה להבדל מן מנודה ⬚⬚⬚ יטמא והיה איש או אשה ב וברך וענה ואמר ברוך את אל ישראל,את ו את ב נגע נדה ל הבדל מן מנודה ⬚⬚⬚ יטמא ו היה איש או אשה ב ו ברך ו ענה ו אמר ברוך את אל ישראל,אשר,אל,לא,לוא,ולא,אשר | אל | לא | לוא | ולא,hit,exact_top1_hit,The model's first guess is exactly correct.
3637,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברך,36,10,מנודה אשר יטמא והיה איש או אשה ב ו ⬚⬚⬚ וענה ואמר ברוך את אל ישראל אשר ותבדל בין הטמא לטהור עבוד,מנודה אשר יטמא ו היה איש או אשה ב ו ⬚⬚⬚ ו ענה ו אמר ברוך את אל ישראל אשר ו תבדל בין ה טמא ל טהור עבוד,איש,אשר,טמא,אמר,אל,איש | אשר | טמא | אמר | אל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3638,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אשר,1396,17,יטמא והיה איש או אשה ב וברך וענה ואמר ברוך את אל ישראל ⬚⬚⬚ ותבדל בין הטמא לטהור עבוד בטהרת צדק ו ברצון,יטמא ו היה איש או אשה ב ו ברך ו ענה ו אמר ברוך את אל ישראל ⬚⬚⬚ ו תבדל בין ה טמא ל טהור עבוד ב טהרת צדק ו ב רצון,אמן,אשר,אל,וברך,ישראל,אמן | אשר | אל | וברך | ישראל,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3639,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברך,36,8,ו ברצון ל ואחר יבוא ו ⬚⬚⬚ וענה ואמר ברוך אתה אל ישראל אשר על נפרשה טהרת כול בל יטהרו ב מי,ו ב רצון ל ו אחר יבוא ו ⬚⬚⬚ ו ענה ו אמר ברוך אתה אל ישראל אשר על נפרשה טהרת כול בל יטהרו ב מי,אל,אשר,על,את,כול,אל | אשר | על | את | כול,miss,same_length_semantic,Model prefers another plausible word of similar length.
3640,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ענה,14,9,ברצון ל ואחר יבוא וברך ו ⬚⬚⬚ ואמר ברוך אתה אל ישראל אשר על נפרשה טהרת כול בל יטהרו ב מי רחץ,ב רצון ל ו אחר יבוא ו ברך ו ⬚⬚⬚ ו אמר ברוך אתה אל ישראל אשר על נפרשה טהרת כול בל יטהרו ב מי רחץ,אל,את,ברוך,אשר,ברכה,אל | את | ברוך | אשר | ברכה,miss,same_length_semantic,Model prefers another plausible word of similar length.
3641,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אל,1175,12,ל ואחר יבוא וברך וענה ואמר ברוך אתה ⬚⬚⬚ ישראל אשר על נפרשה טהרת כול בל יטהרו ב מי רחץ ואני היום,ל ו אחר יבוא ו ברך ו ענה ו אמר ברוך אתה ⬚⬚⬚ ישראל אשר על נפרשה טהרת כול בל יטהרו ב מי רחץ ו אני ה יום,אלהי,קדוש,אל,אלוהי,יהוה,אלהי | קדוש | אל | אלוהי | יהוה,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3642,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אשר,1396,14,ל ואחר יבוא וברך וענה ואמר ברוך אתה אל ישראל ⬚⬚⬚ על נפרשה טהרת כול בל יטהרו ב מי רחץ ואני היום,ל ו אחר יבוא ו ברך ו ענה ו אמר ברוך אתה אל ישראל ⬚⬚⬚ על נפרשה טהרת כול בל יטהרו ב מי רחץ ו אני ה יום,אשר,אמן,כי,ברוך,ישראל,אשר | אמן | כי | ברוך | ישראל,hit,exact_top1_hit,The model's first guess is exactly correct.
3643,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,על,1174,14,ואחר יבוא וברך וענה ואמר ברוך אתה אל ישראל אשר ⬚⬚⬚ נפרשה טהרת כול בל יטהרו ב מי רחץ ואני היום,ו אחר יבוא ו ברך ו ענה ו אמר ברוך אתה אל ישראל אשר ⬚⬚⬚ נפרשה טהרת כול בל יטהרו ב מי רחץ ו אני ה יום,אתה,בו,לא,לוא,בם,אתה | בו | לא | לוא | בם,miss,same_length_semantic,Model prefers another plausible word of similar length.
3644,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברך,36,5,ו לכול ט ו ⬚⬚⬚ וענה ואמר ברוך אתה אל ישראל אשר עם קודש ו מי ה ע,ו ל כול ט ו ⬚⬚⬚ ו ענה ו אמר ברוך אתה אל ישראל אשר עם קודש ו מי ה ע,אל,אשר,כול,את,אמר,אל | אשר | כול | את | אמר,miss,same_length_semantic,Model prefers another plausible word of similar length.
3645,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אמר,184,9,ו לכול ט וברך וענה ו ⬚⬚⬚ ברוך אתה אל ישראל אשר עם קודש ו מי ה ע ואחר,ו ל כול ט ו ברך ו ענה ו ⬚⬚⬚ ברוך אתה אל ישראל אשר עם קודש ו מי ה ע ו אחר,ואמר,ישראל,ברוך,אל,אמר,ואמר | ישראל | ברוך | אל | אמר,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3646,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברוך,45,10,ו לכול ט וברך וענה ואמר ⬚⬚⬚ אתה אל ישראל אשר עם קודש ו מי ה ע ואחר בוא,ו ל כול ט ו ברך ו ענה ו אמר ⬚⬚⬚ אתה אל ישראל אשר עם קודש ו מי ה ע ו אחר בוא,ברוך,קרב,דבר,קדוש,מי,ברוך | קרב | דבר | קדוש | מי,hit,exact_top1_hit,The model's first guess is exactly correct.
3647,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אתה,141,11,ו לכול ט וברך וענה ואמר ברוך ⬚⬚⬚ אל ישראל אשר עם קודש ו מי ה ע ואחר בוא ה,ו ל כול ט ו ברך ו ענה ו אמר ברוך ⬚⬚⬚ אל ישראל אשר עם קודש ו מי ה ע ו אחר בוא ה,יהוה,אתה,יוי,יי,אל,יהוה | אתה | יוי | יי | אל,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3648,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אל,1175,12,ו לכול ט וברך וענה ואמר ברוך אתה ⬚⬚⬚ ישראל אשר עם קודש ו מי ה ע ואחר בוא השמש,ו ל כול ט ו ברך ו ענה ו אמר ברוך אתה ⬚⬚⬚ ישראל אשר עם קודש ו מי ה ע ו אחר בוא ה שמש,אלהי,קדוש,אל,אלוהי,יהוה,אלהי | קדוש | אל | אלוהי | יהוה,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3649,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ישראל,438,13,ו לכול ט וברך וענה ואמר ברוך אתה אל ⬚⬚⬚ אשר עם קודש ו מי ה ע ואחר בוא השמש ה,ו ל כול ט ו ברך ו ענה ו אמר ברוך אתה אל ⬚⬚⬚ אשר עם קודש ו מי ה ע ו אחר בוא ה שמש ה,עליון,ישראל,כול,קדוש,כל,עליון | ישראל | כול | קדוש | כל,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3650,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אשר,1396,14,ו לכול ט וברך וענה ואמר ברוך אתה אל ישראל ⬚⬚⬚ עם קודש ו מי ה ע ואחר בוא השמש היום,ו ל כול ט ו ברך ו ענה ו אמר ברוך אתה אל ישראל ⬚⬚⬚ עם קודש ו מי ה ע ו אחר בוא ה שמש ה יום,אשר,כי,אל,כול,ש,אשר | כי | אל | כול | ש,hit,exact_top1_hit,The model's first guess is exactly correct.
3651,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,בוא,104,13,ברוך אתה אל ישראל אשר עם קודש ו מי ה ע ואחר ⬚⬚⬚ השמש היום ח כאשר ל עם א,ברוך אתה אל ישראל אשר עם קודש ו מי ה ע ו אחר ⬚⬚⬚ ה שמש ה יום ח כ אשר ל עם א,כול,אשר,אל,יום,כל,כול | אשר | אל | יום | כל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3652,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ברוך,45,11,הטמא משפ יכבס במים יברך וענה ואמר ⬚⬚⬚ אתה אל ישראל הטהורים ו הקדושים אתה קדשתה כול משפחות הכלמ,ה טמא משפ יכבס ב מים יברך ו ענה ו אמר ⬚⬚⬚ אתה אל ישראל ה טהורים ו ה קדושים אתה קדשתה כול משפחות ה כלמ,קדוש,ברוך,ישראל,אלי,כי,קדוש | ברוך | ישראל | אלי | כי,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3653,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אתה,141,11,טמא משפ יכבס במים יברך וענה ואמר ברוך ⬚⬚⬚ אל ישראל הטהורים ו הקדושים אתה קדשתה כול משפחות הכלמ,טמא משפ יכבס ב מים יברך ו ענה ו אמר ברוך ⬚⬚⬚ אל ישראל ה טהורים ו ה קדושים אתה קדשתה כול משפחות ה כלמ,אתה,יהוה,יי,יוי,ייי,אתה | יהוה | יי | יוי | ייי,hit,exact_top1_hit,The model's first guess is exactly correct.
3654,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אל,1175,11,משפ יכבס במים יברך וענה ואמר ברוך אתה ⬚⬚⬚ ישראל הטהורים ו הקדושים אתה קדשתה כול משפחות הכלמ,משפ יכבס ב מים יברך ו ענה ו אמר ברוך אתה ⬚⬚⬚ ישראל ה טהורים ו ה קדושים אתה קדשתה כול משפחות ה כלמ,קדוש,אלהי,אל,גאל,יהוה,קדוש | אלהי | אל | גאל | יהוה,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3655,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ישראל,438,12,משפ יכבס במים יברך וענה ואמר ברוך אתה אל ⬚⬚⬚ הטהורים ו הקדושים אתה קדשתה כול משפחות הכלמ,משפ יכבס ב מים יברך ו ענה ו אמר ברוך אתה אל ⬚⬚⬚ ה טהורים ו ה קדושים אתה קדשתה כול משפחות ה כלמ,קדוש,ישראל,ברוך,עליון,כול,קדוש | ישראל | ברוך | עליון | כול,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
3656,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,יום,179,6,להיות ה ו נ ב ⬚⬚⬚ ההואה אל ישראל החוקי מ בגורל,ל היות ה ו נ ב ⬚⬚⬚ ה הואה אל ישראל ה חוקי מ ב גורל,אל,אשר,כול,ים,את,אל | אשר | כול | ים | את,miss,same_length_semantic,Model prefers another plausible word of similar length.
3657,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,רע,43,10,מ בגורל וטהר יתעכל ו שב מכול ⬚⬚⬚ תפלה עד לוא עוד עוד ולוא,מ ב גורל ו טהר יתעכל ו שב מ כול ⬚⬚⬚ תפלה עד לוא עוד עוד ו לוא,ימי,לב,ה,רוח,שערי,ימי | לב | ה | רוח | שערי,miss,same_length_semantic,Model prefers another plausible word of similar length.
3658,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,ענה,14,7,צדק ונכבד יש וברך ו ⬚⬚⬚ ואמר מדתה שי צ מושב ב,צדק ו נכבד יש ו ברך ו ⬚⬚⬚ ו אמר מדתה שי צ מושב ב,צדק,אל,יש,מלך,אמר,צדק | אל | יש | מלך | אמר,miss,same_length_semantic,Model prefers another plausible word of similar length.
3659,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q512,אמר,184,9,צדק ונכבד יש וברך וענה ו ⬚⬚⬚ מדתה שי צ מושב ב,צדק ו נכבד יש ו ברך ו ענה ו ⬚⬚⬚ מדתה שי צ מושב ב,צדק,אל,יש,מלך,כל,צדק | אל | יש | מלך | כל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3660,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q513,שקל,5,10,השקל גרה עשרים בשקל הקודש מחצית ה ⬚⬚⬚ מעה שתים עשרה זוזים שנים ו גם הטמאה האיפה ו ה בת הטמאה תכון,ה שקל גרה עשרים ב שקל ה קודש מחצית ה ⬚⬚⬚ מעה שתים עשרה זוזים שנים ו גם ה טמאה ה איפה ו ה בת ה טמאה תכון,כסף,גרה,עשרים,חצי,עשר,כסף | גרה | עשרים | חצי | עשר,miss,same_length_semantic,Model prefers another plausible word of similar length.
3661,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q513,מעה,0,11,השקל גרה עשרים בשקל הקודש מחצית השקל ⬚⬚⬚ שתים עשרה זוזים שנים ו גם הטמאה האיפה ו ה בת הטמאה תכון אחד,ה שקל גרה עשרים ב שקל ה קודש מחצית ה שקל ⬚⬚⬚ שתים עשרה זוזים שנים ו גם ה טמאה ה איפה ו ה בת ה טמאה תכון אחד,כסף,הקודש,גרה,קודש,טהור,כסף | הקודש | גרה | קודש | טהור,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
3662,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q513,שתים,20,12,השקל גרה עשרים בשקל הקודש מחצית השקל מעה ⬚⬚⬚ עשרה זוזים שנים ו גם הטמאה האיפה ו ה בת הטמאה תכון אחד עשרה,ה שקל גרה עשרים ב שקל ה קודש מחצית ה שקל מעה ⬚⬚⬚ עשרה זוזים שנים ו גם ה טמאה ה איפה ו ה בת ה טמאה תכון אחד עשרה,אחד,אחת,כסף,עשרה,משקל,אחד | אחת | כסף | עשרה | משקל,miss,same_length_semantic,Model prefers another plausible word of similar length.
3663,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q513,שנים,127,15,השקל גרה עשרים בשקל הקודש מחצית השקל מעה שתים עשרה זוזים ⬚⬚⬚ ו גם הטמאה האיפה ו ה בת הטמאה תכון אחד עשרה עשרנים כ,ה שקל גרה עשרים ב שקל ה קודש מחצית ה שקל מעה שתים עשרה זוזים ⬚⬚⬚ ו גם ה טמאה ה איפה ו ה בת ה טמאה תכון אחד עשרה עשרנים כ,כסף,עשרים,כול,זהב,וחצי,כסף | עשרים | כול | זהב | וחצי,miss,same_length_semantic,Model prefers another plausible word of similar length.
3664,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q513,איפה,1,16,שקל הקודש מחצית השקל מעה שתים עשרה זוזים שנים ו גם הטמאה ה ⬚⬚⬚ ו ה בת הטמאה תכון אחד עשרה עשרנים כאיפת הדגן בת היין ו,שקל ה קודש מחצית ה שקל מעה שתים עשרה זוזים שנים ו גם ה טמאה ה ⬚⬚⬚ ו ה בת ה טמאה תכון אחד עשרה עשרנים כ איפת ה דגן בת ה יין ו,כסף,זהב,בת,לחם,ה,כסף | זהב | בת | לחם | ה,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
3665,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,4Q513,עשרה,67,17,שתים עשרה זוזים שנים ו גם הטמאה האיפה ו ה בת הטמאה תכון אחד ⬚⬚⬚ עשרנים כאיפת הדגן בת היין ו הסאה שלושת העשרנים ושלישת העשרון,שתים עשרה זוזים שנים ו גם ה טמאה ה איפה ו ה בת ה טמאה תכון אחד ⬚⬚⬚ עשרנים כ איפת ה דגן בת ה יין ו ה סאה שלושת ה עשרנים ו שלישת ה עשרון,עשר,שני,עשרה,משלושה,שלושה,עשר | שני | עשרה | משלושה | שלושה,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
